fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00150000,28855436.79998800,113927.22977800,100000000.00049999,60507.772701,194397939719215.32852800,429228169936217.0584698488972,518295773594904.86141000
104999999.99930000,28855436.80007600,113927.22922100,100000000.00070000,60507.772713,194397939719107.06109600,429228169935978.0050961161042,518295773594616.20322500
105000000.00180000,28855436.80006400,113927.22948300,99999999.99920000,60507.772725,194397939719157.98760800,429228169936090.4503096133964,518295773594751.98134300
105000000.00110000,28855436.79977900,113927.22935200,100000000.00100000,60507.772737,194397939719132.52435200,429228169936034.2277028647503,518295773594684.09286600
104999999.99950001,28855436.80062400,113927.22963100,99999999.99779999,60507.77275,194397939719186.75525600,429228169936153.9689798332409,518295773594828.67929900
105000000.00120001,28855436.79952200,113927.22975600,100000000.00000000,60507.772762,194397939719211.05225600,429228169936207.6165053567582,518295773594893.46112800
105000000.00010000,28855436.80002800,113927.22950400,100000000.00049999,60507.772774,194397939719162.06950400,429228169936099.4630939013474,518295773594762.86439200
105000000.00000000,28855436.80007700,113927.22945100,99999999.99950001,60507.772786,194397939719151.76757600,429228169936076.7165430793760,518295773594735.39773300
105000000.00090000,28855436.79998600,113927.22944900,100000000.00020000,60507.772798,194397939719151.37882400,429228169936075.8581826709997,518295773594734.36144100
104999999.99969999,28855436.80007500,113927.22972200,99999999.99930000,60507.772811,194397939719204.44347200,429228169936193.0243784143615,518295773594875.83996400
105000000.00160000,28855436.79989900,113927.22924600,99999999.99980000,60507.772823,194397939719111.92049600,429228169935988.7346012208077,518295773594629.15950400
104999999.99969999,28855436.80009000,113927.22956500,100000000.00120001,60507.772835,194397939719173.92644000,429228169936125.6430863568238,518295773594794.47672500
105000000.00000000,28855436.79994000,113927.22957100,99999999.99959999,60507.772847,194397939719175.09269600,429228169936128.2181675819526,518295773594797.58644700
105000000.00160000,28855436.79984500,113927.22948100,99999999.99940000,60507.77286,194397939719157.59885600,429228169936089.5919492050202,518295773594750.94530700
104999999.99980000,28855436.80012900,113927.22942900,99999999.99920000,60507.772872,194397939719147.49130400,429228169936067.2745785872370,518295773594723.99641500
105000000.00120001,28855436.79990300,113927.22992500,100000000.00010000,60507.772884,194397939719243.90180000,429228169936280.1479598645536,518295773594981.04241900
105000000.00070000,28855436.80005700,113927.22942700,100000000.00120001,60507.772896,194397939719147.10255200,429228169936066.4162181788607,518295773594722.96008500
105000000.00100000,28855436.79992000,113927.22967900,99999999.99890000,60507.772908,194397939719196.08530400,429228169936174.5696296342716,518295773594853.55608300
104999999.99900000,28855436.80000800,113927.22929900,100000000.00000000,60507.772921,194397939719122.22242400,429228169936011.4811520427790,518295773594656.62584700
105000000.00130001,28855436.80008600,113927.22951900,100000000.00010000,60507.772933,194397939719164.98514400,429228169936105.9007969641694,518295773594770.63783100
104999999.99940000,28855436.80057600,113927.22941200,100000000.00000000,60507.772945,194397939719144.18691200,429228169936059.9785151160386,518295773594715.18549200
105000000.00150000,28855436.79966500,113927.22982000,100000000.00060000,60507.772957,194397939719223.49232000,429228169936235.0840384247991,518295773594926.62801000
105000000.00070000,28855436.80041800,113927.22956400,99999999.99800000,60507.77297,194397939719173.73206400,429228169936125.2139061526357,518295773594793.95783200
104999999.99990000,28855436.79961700,113927.22953200,100000000.00060000,60507.772982,194397939719167.51203200,429228169936111.4801396186152,518295773594777.37585000
105000000.00020000,28855436.79987000,113927.22959100,100000000.00000000,60507.772994,194397939719178.98021600,429228169936136.8017716657154,518295773594807.95132700
105000000.00170000,28855436.79998700,113927.22932900,100000000.00040001,60507.773006,194397939719128.05370400,429228169936024.3565581684232,518295773594672.17299900
105000000.00060000,28855436.80008900,113927.22947600,99999999.99990000,60507.773018,194397939719156.62697600,429228169936087.4460481840795,518295773594748.35363400
105000000.00060000,28855436.80006100,113927.22975900,99999999.99890000,60507.773031,194397939719211.63538400,429228169936208.9040459693226,518295773594895.01476100
104999999.99910000,28855436.80004400,113927.22954600,100000000.00070000,60507.773043,194397939719170.23329600,429228169936117.4886624772492,518295773594784.63031400
104999999.99950001,28855436.79994600,113927.22956100,100000000.00020000,60507.773055,194397939719173.14893600,429228169936123.9263655400712,518295773594792.40406500
105000000.00130001,28855436.79995800,113927.22929500,99999999.99980000,60507.773067,194397939719121.44492000,429228169936009.7644312260265,518295773594654.55299900
104999999.99969999,28855436.79995500,113927.22950900,100000000.00010000,60507.773079,194397939719163.04138400,429228169936101.6089949222880,518295773594765.45572300
105000000.00150000,28855436.80006100,113927.22973200,99999999.99860001,60507.773092,194397939719206.38723200,429228169936197.3161804562429,518295773594881.02236200
105000000.00060000,28855436.80011400,113927.22956900,100000000.00010000,60507.773104,194397939719174.70394400,429228169936127.3598071735763,518295773594796.54962500
104999999.99950001,28855436.79992100,113927.22936300,100000000.00120001,60507.773116,194397939719134.66248800,429228169936038.9486851108199,518295773594689.79318900
105000000.00160000,28855436.79994800,113927.22965000,99999999.99940000,60507.773128,194397939719190.44840000,429228169936162.1234037128155,518295773594838.52715400
105000000.00080000,28855436.80000500,113927.22945000,100000000.00010000,60507.773141,194397939719151.57320000,429228169936076.2873628751879,518295773594734.87964000
104999999.99920000,28855436.80004500,113927.22952700,99999999.99860001,60507.773153,194397939719166.54015200,429228169936109.3342385976745,518295773594774.78380900
105000000.00190000,28855436.80055400,113927.22952900,100000000.00020000,60507.773166,194397939719166.92890400,429228169936110.1925990060508,518295773594775.81926500
104999999.99950001,28855436.79948600,113927.22982500,100000000.00010000,60507.773178,194397939719224.46420000,429228169936237.2299394457397,518295773594929.21955300
105000000.00130001,28855436.79995500,113927.22939000,99999999.99959999,60507.77319,194397939719139.91064000,429228169936050.5365506238996,518295773594703.78552000
104999999.99930000,28855436.79991900,113927.22931100,100000000.00040001,60507.773202,194397939719124.55493600,429228169936016.6313144930367,518295773594662.84486900
105000000.00060000,28855436.79997600,113927.22953800,99999999.99959999,60507.773214,194397939719168.67828800,429228169936114.0552208437441,518295773594780.48455400
105000000.00020000,28855436.80003500,113927.22964300,100000000.00020000,60507.773227,194397939719189.08776800,429228169936159.1191422834986,518295773594834.89932100
105000000.00049999,28855436.79995400,113927.22945800,100000000.00010000,60507.773239,194397939719153.12820800,429228169936079.7208045086930,518295773594739.02563800
105000000.00160000,28855436.79971000,113927.22960800,99999999.99860001,60507.773251,194397939719182.28460800,429228169936144.0978351369137,518295773594816.76167600
104999999.99959999,28855436.79998500,113927.22927700,100000000.00040001,60507.773263,194397939719117.94615200,429228169936002.0391875506400,518295773594645.22467900
105000000.00120001,28855436.79991600,113927.22964400,99999999.99980000,60507.773276,194397939719189.28214400,429228169936159.5483224876867,518295773594835.41779600
104999999.99930000,28855436.80002300,113927.22957700,99999999.99959999,60507.773288,194397939719176.25895200,429228169936130.7932488070814,518295773594800.69570300
105000000.00120001,28855436.80003600,113927.22944900,100000000.00110000,60507.7733,194397939719151.37882400,429228169936075.8581826709997,518295773594734.36134100
105000000.00100000,28855436.80004000,113927.22980500,99999999.99800000,60507.773312,194397939719220.57668000,429228169936228.6463353619770,518295773594918.85370500
105000000.00110000,28855436.79995900,113927.22969600,100000000.00020000,60507.773324,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36603400
104999999.99980000,28855436.79984500,113927.22960200,100000000.00060000,60507.773337,194397939719181.11835200,429228169936141.5227539117849,518295773594813.65198400
105000000.00070000,28855436.80024800,113927.22948500,99999999.99940000,60507.773349,194397939719158.37636000,429228169936091.3086700217727,518295773594753.01744900
104999999.99959999,28855436.80034000,113927.22932800,100000000.00080000,60507.773361,194397939719127.85932800,429228169936023.9273779642350,518295773594671.65405600
105000000.00020000,28855436.79978200,113927.22985600,99999999.99869999,60507.773373,194397939719230.48985600,429228169936250.5345257755720,518295773594945.28430800
105000000.00139999,28855436.80048700,113927.22924400,100000000.00030001,60507.773386,194397939719111.53174400,429228169935987.8762408124314,518295773594628.12185400
105000000.00110000,28855436.79945900,113927.22968200,100000000.00060000,60507.773398,194397939719196.66843200,429228169936175.8571702468360,518295773594855.11171600
104999999.99940000,28855436.79985200,113927.22961900,99999999.99959999,60507.77341,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46199900
104999999.99959999,28855436.79996000,113927.22938200,100000000.00080000,60507.773422,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63961400
105000000.00040001,28855436.80014100,113927.22943300,99999999.99879999,60507.773434,194397939719148.26880800,429228169936068.9912994039895,518295773594726.06933900
105000000.00040001,28855436.79980300,113927.22974200,99999999.99950001,60507.773447,194397939719208.33099200,429228169936201.6079824981243,518295773594886.20524800
105000000.00020000,28855436.80009500,113927.22925600,100000000.00010000,60507.773459,194397939719113.86425600,429228169935993.0264032626891,518295773594634.34148200
105000000.00040001,28855436.80000900,113927.22972300,99999999.99930000,60507.773471,194397939719204.63784800,429228169936193.4535586185496,518295773594876.35833300
105000000.00160000,28855436.80012400,113927.22951100,100000000.00020000,60507.773483,194397939719163.43013600,429228169936102.4673553306643,518295773594766.49185900
104999999.99920000,28855436.79994600,113927.22938600,99999999.99860001,60507.773496,194397939719139.13313600,429228169936048.8198298071470,518295773594701.71259000
105000000.00040001,28855436.79991000,113927.22951800,99999999.99950001,60507.773508,194397939719164.79076800,429228169936105.4716167599813,518295773594770.11994600
105000000.00190000,28855436.79992900,113927.22948800,100000000.00080000,60507.77352,194397939719158.95948800,429228169936092.5962106343371,518295773594754.57279800
105000000.00049999,28855436.80012400,113927.22963100,99999999.99869999,60507.773532,194397939719186.75525600,429228169936153.9689798332409,518295773594828.68029900
105000000.00060000,28855436.79989400,113927.22963300,100000000.00030001,60507.773544,194397939719187.14400800,429228169936154.8273402416172,518295773594829.71723300
105000000.00049999,28855436.80019700,113927.22919600,100000000.00070000,60507.773557,194397939719102.20169600,429228169935967.2755910114008,518295773594603.24705800
105000000.00100000,28855436.79998600,113927.22958500,100000000.00020000,60507.773569,194397939719177.81396000,429228169936134.2266904405866,518295773594804.84167300
104999999.99890000,28855436.80054000,113927.22977200,100000000.00060000,60507.773581,194397939719214.16227200,429228169936214.4833886237684,518295773594901.75088400
