07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60507.713294	316042.000000	379043.157254	10000000.000060	640000000.000000	43723697.449500	142219674.167900
60507.713307	317096.000000	379043.157144	10000000.000000	639999999.999000	43723698.018200	142219674.140000
60507.713319	318153.000000	379043.157119	10000000.000060	639999999.998000	43723697.649300	142219674.152800
60507.713331	319209.000000	379043.156979	10000000.000050	640000000.002000	43723698.065500	142219674.149200
60507.713343	320264.000000	379043.157353	10000000.000030	640000000.000000	43723697.899700	142219674.159300
60507.713355	321317.000000	379043.156992	9999999.999820	640000000.003000	43723697.933600	142219674.151900
60507.713368	322375.000000	379043.156915	9999999.999840	639999999.997000	43723698.133000	142219674.151600
60507.713380	323430.000000	379043.156924	10000000.000080	639999999.996000	43723698.619400	142219674.160700
60507.713392	324486.000000	379043.157331	10000000.000190	640000000.000000	43723699.099100	142219674.165400
60507.713404	325542.000000	379043.156870	9999999.999900	639999999.997000	43723698.735900	142219674.146900
60507.713417	326597.000000	379043.157030	9999999.999960	639999999.999000	43723698.790800	142219674.154300
60507.713429	327655.000000	379043.156941	10000000.000020	639999999.999000	43723699.393400	142219674.142300
60507.713441	328711.000000	379043.157247	9999999.999940	640000000.001000	43723698.290600	142219674.168500
60507.713453	329766.000000	379043.157012	10000000.000130	639999999.999000	43723699.254300	142219674.148300
60507.713466	330823.000000	379043.156887	10000000.000040	639999999.999000	43723699.459000	142219674.159300
60507.713478	331878.000000	379043.156951	10000000.000030	640000000.001000	43723698.598400	142219674.144200
60507.713490	332935.000000	379043.157207	10000000.000040	640000000.003000	43723698.953200	142219674.149700
60507.713502	333992.000000	379043.157228	10000000.000020	639999999.997000	43723699.154200	142219674.162800
60507.713514	335046.000000	379043.157003	9999999.999960	640000000.000000	43723699.554200	142219674.143200
60507.713527	336102.000000	379043.156817	10000000.000010	640000000.003000	43723698.818800	142219674.159700
60507.713539	337159.000000	379043.157113	10000000.000090	639999999.996000	43723699.092200	142219674.153500
60507.713551	338217.000000	379043.157165	10000000.000070	640000000.002000	43723699.962400	142219674.163000
60507.713563	339273.000000	379043.156772	9999999.999940	640000000.001000	43723699.594400	142219674.140600
60507.713576	340328.000000	379043.157125	10000000.000090	640000000.003000	43723700.298600	142219674.152300
60507.713588	341383.000000	379043.157336	10000000.000070	640000000.002000	43723699.273900	142219674.144300
60507.713600	342439.000000	379043.156961	9999999.999930	640000000.000000	43723699.758400	142219674.160800
60507.713612	343496.000000	379043.156633	9999999.999920	639999999.997000	43723699.076300	142219674.161700
60507.713624	344549.000000	379043.157070	9999999.999950	639999999.997000	43723701.078300	142219674.161400
60507.713637	345604.000000	379043.157281	9999999.999930	639999999.999000	43723701.218700	142219674.150300
60507.713649	346659.000000	379043.156709	9999999.999960	640000000.000000	43723701.451400	142219674.156100
60507.713661	347716.000000	379043.157047	10000000.000020	639999999.999000	43723700.995400	142219674.155300
60507.713673	348773.000000	379043.157107	10000000.000030	640000000.000000	43723699.835500	142219674.143400
60507.713685	349827.000000	379043.157113	10000000.000070	640000000.002000	43723701.198200	142219674.146800
60507.713698	350883.000000	379043.156903	10000000.000020	640000000.002000	43723700.398000	142219674.157300
60507.713710	351939.000000	379043.156757	10000000.000050	640000000.002000	43723700.228000	142219674.165400
60507.713722	352996.000000	379043.157331	9999999.999920	640000000.004000	43723701.218700	142219674.160200
60507.713734	354052.000000	379043.157117	10000000.000010	639999999.997000	43723700.741400	142219674.156800
60507.713747	355108.000000	379043.156813	9999999.999850	639999999.998000	43723702.660700	142219674.158000
60507.713759	356164.000000	379043.156994	9999999.999850	640000000.001000	43723701.866000	142219674.142200
60507.713771	357221.000000	379043.157156	9999999.999990	639999999.998000	43723701.943800	142219674.167600
60507.713783	358284.000000	379043.156608	10000000.000000	640000000.001000	43723701.896200	142219674.142200
60507.713796	359341.000000	379043.157134	9999999.999910	640000000.002000	43723702.172900	142219674.145000
60507.713808	360396.000000	379043.157107	10000000.000050	640000000.001000	43723701.266700	142219674.164000
60507.713820	361454.000000	379043.157001	10000000.000050	640000000.000000	43723702.148900	142219674.140400
60507.713832	362509.000000	379043.157027	10000000.000090	639999999.999000	43723702.255200	142219674.147700
60507.713844	363564.000000	379043.156958	9999999.999930	639999999.998000	43723702.641600	142219674.154100
60507.713857	364621.000000	379043.157019	10000000.000000	640000000.004000	43723701.964200	142219674.156900
60507.713869	365678.000000	379043.157080	10000000.000000	640000000.002000	43723702.198500	142219674.159000
60507.713881	366732.000000	379043.157110	10000000.000000	640000000.001000	43723703.728200	142219674.152500
60507.713893	367787.000000	379043.156984	10000000.000110	640000000.003000	43723702.985500	142219674.156200
60507.713906	368843.000000	379043.156907	9999999.999890	639999999.997000	43723703.106200	142219674.153000
60507.713918	369898.000000	379043.156888	9999999.999990	640000000.002000	43723703.044600	142219674.148400
60507.713930	370953.000000	379043.157053	10000000.000090	640000000.000000	43723703.311800	142219674.173400
60507.713942	372008.000000	379043.156975	10000000.000060	640000000.003000	43723703.301700	142219674.152300
60507.713954	373061.000000	379043.157248	9999999.999910	639999999.998000	43723703.537000	142219674.162800
60507.713967	374118.000000	379043.156937	10000000.000000	639999999.998000	43723703.705600	142219674.156000
60507.713979	375174.000000	379043.156966	10000000.000040	639999999.999000	43723702.916600	142219674.158300
60507.713991	376232.000000	379043.156975	10000000.000010	640000000.007000	43723703.107500	142219674.156500
60507.714003	377288.000000	379043.156842	9999999.999930	639999999.998000	43723703.965500	142219674.143800
60507.714016	378344.000000	379043.157042	9999999.999900	640000000.001000	43723703.103400	142219674.146700
60507.714028	379402.000000	379043.156945	10000000.000000	639999999.999000	43723704.314300	142219674.148800
60507.714040	380458.000000	379043.156963	10000000.000070	640000000.001000	43723703.712600	142219674.142400
60507.714052	381512.000000	379043.156951	9999999.999920	640000000.001000	43723703.050900	142219674.170200
60507.714079	383799.000000	379043.157326	9999999.999870	639999999.996000	43723703.783200	142219674.147600
60507.714091	384855.000000	379043.157050	9999999.999980	639999999.999000	43723704.044600	142219674.158000
60507.714103	385911.000000	379043.156897	10000000.000100	640000000.002000	43723703.835100	142219674.136700
60507.714115	386965.000000	379043.156962	10000000.000080	640000000.004000	43723703.909200	142219674.171600
60507.714128	388022.000000	379043.156839	9999999.999990	640000000.002000	43723704.559200	142219674.134100
60507.714140	389078.000000	379043.157362	9999999.999990	639999999.996000	43723705.500000	142219674.154500
60507.714152	390132.000000	379043.156708	10000000.000090	640000000.001000	43723705.184500	142219674.161600
60507.714164	391188.000000	379043.157139	10000000.000080	639999999.999000	43723705.537500	142219674.140700
60507.714176	392246.000000	379043.157109	10000000.000030	639999999.999000	43723705.080500	142219674.154500
60507.714189	393301.000000	379043.157188	10000000.000060	640000000.004000	43723705.395800	142219674.152300
60507.714201	394357.000000	379043.156917	10000000.000050	640000000.002000	43723704.630200	142219674.150900
60507.714213	395412.000000	379043.156657	9999999.999990	640000000.003000	43723705.236300	142219674.164900
60507.714225	396470.000000	379043.157047	9999999.999910	639999999.999000	43723705.360300	142219674.151100
60507.714238	397525.000000	379043.157270	10000000.000110	639999999.997000	43723705.866100	142219674.162600
60507.714250	398579.000000	379043.157073	10000000.000040	640000000.003000	43723705.303000	142219674.164700
60507.714262	399637.000000	379043.156737	10000000.000000	640000000.000000	43723705.190000	142219674.153300
60507.714274	400693.000000	379043.156815	10000000.000040	639999999.999000	43723706.798100	142219674.144400
60507.714286	401747.000000	379043.157015	10000000.000020	640000000.001000	43723706.334000	142219674.160600
60507.714299	402802.000000	379043.157332	10000000.000030	640000000.000000	43723706.418400	142219674.162800
60507.714311	403864.000000	379043.157101	9999999.999970	640000000.002000	43723707.176200	142219674.153300
60507.714323	404920.000000	379043.157011	10000000.000060	640000000.003000	43723706.791700	142219674.161900
60507.714335	405976.000000	379043.156837	10000000.000090	639999999.998000	43723706.006100	142219674.165400
60507.714348	407033.000000	379043.157263	10000000.000050	640000000.000000	43723706.681800	142219674.144100
60507.714360	408090.000000	379043.157291	10000000.000020	639999999.999000	43723706.847900	142219674.156500
60507.714372	409145.000000	379043.156734	10000000.000020	639999999.998000	43723704.974200	142219674.141500
60507.714384	410199.000000	379043.156796	9999999.999950	640000000.001000	43723706.939700	142219674.148200
60507.714396	411257.000000	379043.157380	10000000.000010	639999999.999000	43723707.840800	142219674.157000
60507.714409	412311.000000	379043.156800	10000000.000150	640000000.003000	43723707.142100	142219674.157100
60507.714421	413369.000000	379043.157066	9999999.999960	640000000.001000	43723707.351300	142219674.164100
60507.714433	414426.000000	379043.157061	9999999.999960	640000000.004000	43723707.932000	142219674.156400
60507.714445	415480.000000	379043.157150	10000000.000000	640000000.001000	43723708.894000	142219674.161300
60507.714458	416536.000000	379043.157244	9999999.999960	640000000.000000	43723706.973600	142219674.158600
60507.714470	417593.000000	379043.156594	10000000.000220	640000000.002000	43723707.296600	142219674.156300
60507.714482	418649.000000	379043.156807	9999999.999890	640000000.002000	43723707.117600	142219674.169000
60507.714494	419706.000000	379043.157068	10000000.000080	639999999.998000	43723707.303100	142219674.151900
60507.714506	420762.000000	379043.157552	10000000.000240	639999999.996000	43723708.323300	142219674.155700
60507.714519	421817.000000	379043.157489	10000000.000080	640000000.004000	43723707.710300	142219674.161400
60507.714531	422872.000000	379043.156368	9999999.999970	640000000.000000	43723709.030200	142219674.160900
60507.714543	423929.000000	379043.157017	9999999.999960	639999999.999000	43723707.609600	142219674.152900
60507.714555	424986.000000	379043.157182	10000000.000000	639999999.999000	43723708.425200	142219674.164600
60507.714568	426041.000000	379043.157197	10000000.000000	640000000.003000	43723707.655800	142219674.167000
60507.714580	427096.000000	379043.156774	10000000.000080	640000000.000000	43723709.778900	142219674.134400
60507.714592	428153.000000	379043.157255	10000000.000060	639999999.998000	43723708.180400	142219674.173200
60507.714604	429208.000000	379043.156802	10000000.000010	639999999.998000	43723709.100000	142219674.143400
60507.714616	430262.000000	379043.156958	9999999.999920	640000000.000000	43723708.746700	142219674.164300
60507.714629	431317.000000	379043.157178	10000000.000000	640000000.003000	43723709.333700	142219674.171000
60507.714641	432373.000000	379043.157034	10000000.000040	639999999.999000	43723708.518000	142219674.138400
60507.714653	433427.000000	379043.156852	10000000.000100	640000000.003000	43723709.633400	142219674.164200
60507.714665	434483.000000	379043.157137	9999999.999930	639999999.998000	43723709.360400	142219674.136500
60507.714678	435538.000000	379043.156927	9999999.999950	640000000.000000	43723708.587900	142219674.167300
60507.714690	436594.000000	379043.156878	9999999.999870	640000000.003000	43723709.097000	142219674.172200
60507.714702	437649.000000	379043.157181	10000000.000010	640000000.000000	43723709.736300	142219674.141200
60507.714714	438705.000000	379043.157071	10000000.000000	639999999.999000	43723709.692400	142219674.150900
60507.714726	439761.000000	379043.156893	10000000.000140	640000000.002000	43723709.412400	142219674.151100
60507.714739	440819.000000	379043.156942	10000000.000030	639999999.999000	43723709.881900	142219674.142200
60507.714751	441875.000000	379043.157465	9999999.999940	640000000.004000	43723708.604100	142219674.145800
60507.714763	442930.000000	379043.156683	9999999.999930	640000000.004000	43723709.704600	142219674.145100
60507.714775	443986.000000	379043.156629	10000000.000020	639999999.996000	43723709.994400	142219674.154300
